,Player,Year,Shift%,PlayerYear
845,Yoenis Cespedes,2018.0,0.485,2018 Yoenis Cespedes
846,Danny Valencia,2017.0,0.14400000000000002,2017 Danny Valencia
847,Trevor Plouffe,2015.0,0.11900000000000001,2015 Trevor Plouffe
848,Brad Miller,2017.0,0.173,2017 Brad Miller
849,Corey Dickerson,2019.0,0.242,2019 Corey Dickerson
850,Ehire Adrianza,2018.0,0.20199999999999996,2018 Ehire Adrianza
851,Gerardo Parra,2019.0,0.265,2019 Gerardo Parra
852,Stephen Drew,2016.0,0.38999999999999996,2016 Stephen Drew
853,Wil Myers,2018.0,0.199,2018 Wil Myers
854,Welington Castillo,2016.0,0.152,2016 Welington Castillo
855,Todd Frazier,2015.0,0.11,2015 Todd Frazier
856,Chance Sisco,2018.0,0.389,2018 Chance Sisco
857,Troy Tulowitzki,2015.0,0.134,2015 Troy Tulowitzki
858,Michael Brantley,2017.0,0.203,2017 Michael Brantley
859,David Peralta,2016.0,0.42300000000000004,2016 David Peralta
860,Didi Gregorius,2017.0,0.136,2017 Didi Gregorius
861,Chris Young,2018.0,0.51,2018 Chris Young
862,Stephen Piscotty,2019.0,0.18600000000000005,2019 Stephen Piscotty
863,Yolmer Sanchez,2019.0,0.12300000000000003,2019 Yolmer Sanchez
864,Brad Miller,2019.0,0.42000000000000004,2019 Brad Miller
865,Trea Turner,2019.0,0.124,2019 Trea Turner
866,Will Venable,2015.0,0.17899999999999996,2015 Will Venable
867,Jose Reyes,2015.0,0.152,2015 Jose Reyes
868,Tyler Flowers,2019.0,0.22200000000000006,2019 Tyler Flowers
869,Dexter Fowler,2015.0,0.09699999999999999,2015 Dexter Fowler
870,Drew Robinson,2018.0,0.475,2018 Drew Robinson
871,Tyler Austin,2019.0,0.348,2019 Tyler Austin
872,Sam Hilliard,2019.0,0.7099999999999999,2019 Sam Hilliard
873,Ian Happ,2017.0,0.168,2017 Ian Happ
874,Mike Moustakas,2016.0,0.5820000000000002,2016 Mike Moustakas
875,David Dahl,2018.0,0.27399999999999997,2018 David Dahl
876,Delino DeShields,2019.0,0.162,2019 Delino DeShields
877,Lonnie Chisenhall,2017.0,0.253,2017 Lonnie Chisenhall
878,Nick Williams,2018.0,0.159,2018 Nick Williams
879,Mallex Smith,2016.0,0.344,2016 Mallex Smith
880,Ichiro Suzuki,2015.0,0.165,2015 Ichiro Suzuki
881,Evan Gattis,2016.0,0.142,2016 Evan Gattis
882,Chris Herrmann,2016.0,0.397,2016 Chris Herrmann
883,Maikel Franco,2018.0,0.164,2018 Maikel Franco
884,Zack Cozart,2018.0,0.272,2018 Zack Cozart
885,Enrique Hernandez,2019.0,0.14400000000000002,2019 Enrique Hernandez
886,Aaron Hill,2016.0,0.161,2016 Aaron Hill
887,Christian Yelich,2015.0,0.126,2015 Christian Yelich
888,Grady Sizemore,2015.0,0.252,2015 Grady Sizemore
889,Brett Gardner,2017.0,0.092,2017 Brett Gardner
890,Hector Sanchez,2017.0,0.4770000000000001,2017 Hector Sanchez
891,Ryan O'Hearn,2018.0,0.38200000000000006,2018 Ryan O'Hearn
892,Javier Baez,2017.0,0.14400000000000002,2017 Javier Baez
893,Danny Espinosa,2015.0,0.175,2015 Danny Espinosa
894,Jon Jay,2018.0,0.11700000000000002,2018 Jon Jay
895,Bruce Maxwell,2017.0,0.23400000000000004,2017 Bruce Maxwell
896,Odubel Herrera,2018.0,0.11399999999999998,2018 Odubel Herrera
897,Seth Brown,2019.0,0.7929999999999999,2019 Seth Brown
898,Michael Bourn,2016.0,0.161,2016 Michael Bourn
899,Cesar Hernandez,2018.0,0.08800000000000002,2018 Cesar Hernandez
900,Ender Inciarte,2017.0,0.10400000000000001,2017 Ender Inciarte
901,J.D. Davis,2019.0,0.146,2019 J.D. Davis
902,Trent Grisham,2019.0,0.348,2019 Trent Grisham
903,Adrian Beltre,2016.0,0.10800000000000003,2016 Adrian Beltre
904,Brad Miller,2018.0,0.27,2018 Brad Miller
905,Conor Gillaspie,2015.0,0.303,2015 Conor Gillaspie
906,Gary Sanchez,2016.0,0.278,2016 Gary Sanchez
907,Jared Walsh,2019.0,0.7120000000000002,2019 Jared Walsh
908,Steve Pearce,2018.0,0.24899999999999997,2018 Steve Pearce
909,Maikel Franco,2019.0,0.173,2019 Maikel Franco
910,Greg Bird,2015.0,0.349,2015 Greg Bird
911,Daniel Nava,2017.0,0.303,2017 Daniel Nava
912,Jose Abreu,2016.0,0.09599999999999999,2016 Jose Abreu
913,Matt Skole,2019.0,0.787,2019 Matt Skole
914,Billy Burns,2016.0,0.23699999999999993,2016 Billy Burns
915,ByungHo Park,2016.0,0.248,2016 ByungHo Park
916,Jedd Gyorko,2016.0,0.152,2016 Jedd Gyorko
917,Martin Prado,2015.0,0.11900000000000001,2015 Martin Prado
918,Yan Gomes,2015.0,0.175,2015 Yan Gomes
919,Buster Posey,2019.0,0.146,2019 Buster Posey
920,Greg Allen,2019.0,0.26400000000000007,2019 Greg Allen
921,Chris Coghlan,2015.0,0.127,2015 Chris Coghlan
922,Cesar Hernandez,2016.0,0.10500000000000001,2016 Cesar Hernandez
923,Eduardo Escobar,2015.0,0.14400000000000002,2015 Eduardo Escobar
924,Jorge Soler,2016.0,0.23800000000000002,2016 Jorge Soler
925,Joey Gallo,2015.0,0.504,2015 Joey Gallo
926,Jake Cave,2018.0,0.203,2018 Jake Cave
927,Coco Crisp,2016.0,0.13299999999999998,2016 Coco Crisp
928,Isan Diaz,2019.0,0.30700000000000005,2019 Isan Diaz
929,Tyler Austin,2018.0,0.22400000000000003,2018 Tyler Austin
930,George Springer,2016.0,0.086,2016 George Springer
931,Ian Happ,2019.0,0.3960000000000001,2019 Ian Happ
932,Odubel Herrera,2015.0,0.116,2015 Odubel Herrera
933,Marcell Ozuna,2018.0,0.10800000000000003,2018 Marcell Ozuna
934,Jose Ramirez,2017.0,0.09699999999999999,2017 Jose Ramirez
935,Miguel Cabrera,2016.0,0.1,2016 Miguel Cabrera
936,Eddie Rosario,2015.0,0.147,2015 Eddie Rosario
937,Billy Butler,2015.0,0.11,2015 Billy Butler
938,Nicky Delmonico,2019.0,0.8440000000000001,2019 Nicky Delmonico
939,Byron Buxton,2017.0,0.12499999999999999,2017 Byron Buxton
940,Freddy Galvis,2015.0,0.10800000000000003,2015 Freddy Galvis
941,Mallex Smith,2017.0,0.22899999999999998,2017 Mallex Smith
942,Charlie Blackmon,2016.0,0.09399999999999999,2016 Charlie Blackmon
943,Norichika Aoki,2015.0,0.16999999999999998,2015 Norichika Aoki
944,Kennys Vargas,2016.0,0.327,2016 Kennys Vargas
945,Justin Upton,2016.0,0.09399999999999999,2016 Justin Upton
946,Nolan Arenado,2015.0,0.106,2015 Nolan Arenado
947,Adam Jones,2018.0,0.11399999999999998,2018 Adam Jones
948,Miguel Sano,2015.0,0.168,2015 Miguel Sano
949,Mike Tauchman,2019.0,0.19000000000000003,2019 Mike Tauchman
950,Khris Davis,2015.0,0.13699999999999998,2015 Khris Davis
951,Jonathan Schoop,2017.0,0.09599999999999999,2017 Jonathan Schoop
952,Derek Dietrich,2015.0,0.22,2015 Derek Dietrich
953,Derek Norris,2016.0,0.128,2016 Derek Norris
954,Manny Machado,2017.0,0.09500000000000001,2017 Manny Machado
955,Tim Locastro,2019.0,0.24600000000000005,2019 Tim Locastro
956,Christian Yelich,2016.0,0.08900000000000002,2016 Christian Yelich
957,Adam Duvall,2019.0,0.455,2019 Adam Duvall
958,Scooter Gennett,2019.0,0.48,2019 Scooter Gennett
959,Xander Bogaerts,2015.0,0.09500000000000001,2015 Xander Bogaerts
960,Mike Trout,2017.0,0.11299999999999999,2017 Mike Trout
961,Tyler Naquin,2019.0,0.21899999999999997,2019 Tyler Naquin
962,Jonathan Schoop,2019.0,0.14300000000000002,2019 Jonathan Schoop
963,Paul DeJong,2018.0,0.12499999999999999,2018 Paul DeJong
964,Gregor Blanco,2015.0,0.168,2015 Gregor Blanco
965,Charlie Blackmon,2015.0,0.08800000000000002,2015 Charlie Blackmon
966,Kevin Pillar,2015.0,0.106,2015 Kevin Pillar
967,Jhonny Peralta,2015.0,0.098,2015 Jhonny Peralta
968,Chris Herrmann,2019.0,0.642,2019 Chris Herrmann
969,Mark Trumbo,2016.0,0.09099999999999998,2016 Mark Trumbo
970,Whit Merrifield,2019.0,0.086,2019 Whit Merrifield
971,J.T. Realmuto,2018.0,0.11700000000000002,2018 J.T. Realmuto
972,Cesar Hernandez,2015.0,0.146,2015 Cesar Hernandez
973,Ian Kinsler,2019.0,0.22,2019 Ian Kinsler
974,Nick Markakis,2016.0,0.09099999999999998,2016 Nick Markakis
975,Tommy Pham,2018.0,0.106,2018 Tommy Pham
976,Odubel Herrera,2016.0,0.09,2016 Odubel Herrera
977,Adam Frazier,2017.0,0.135,2017 Adam Frazier
978,Michael A. Taylor,2018.0,0.15699999999999997,2018 Michael A. Taylor
979,Ender Inciarte,2018.0,0.098,2018 Ender Inciarte
980,Daniel Murphy,2015.0,0.12499999999999999,2015 Daniel Murphy
981,Travis d'Arnaud,2019.0,0.15699999999999997,2019 Travis d'Arnaud
982,Salvador Perez,2017.0,0.136,2017 Salvador Perez
983,Josh Harrison,2018.0,0.172,2018 Josh Harrison
984,Martin Maldonado,2018.0,0.15500000000000003,2018 Martin Maldonado
985,Christian Yelich,2017.0,0.082,2017 Christian Yelich
986,Michael Brantley,2015.0,0.11,2015 Michael Brantley
987,Eduardo Escobar,2016.0,0.168,2016 Eduardo Escobar
988,Starling Marte,2018.0,0.10400000000000001,2018 Starling Marte
989,Joey Wendle,2018.0,0.11900000000000001,2018 Joey Wendle
990,Adam Eaton,2019.0,0.08800000000000002,2019 Adam Eaton
991,Ketel Marte,2018.0,0.10699999999999998,2018 Ketel Marte
992,Willson Contreras,2018.0,0.11,2018 Willson Contreras
993,Eugenio Suarez,2015.0,0.147,2015 Eugenio Suarez
994,Josh Phegley,2019.0,0.183,2019 Josh Phegley
995,Jefry Marte,2018.0,0.272,2018 Jefry Marte
996,Yadier Molina,2017.0,0.11700000000000002,2017 Yadier Molina
997,Jonny Gomes,2015.0,0.21899999999999997,2015 Jonny Gomes
998,Yan Gomes,2019.0,0.164,2019 Yan Gomes
999,Fernando Tatis Jr.,2019.0,0.166,2019 Fernando Tatis Jr.
1000,Jake Rogers,2019.0,0.426,2019 Jake Rogers
1001,Marcell Ozuna,2017.0,0.09099999999999998,2017 Marcell Ozuna
1002,Yangervis Solarte,2015.0,0.11499999999999999,2015 Yangervis Solarte
1003,Trevor Story,2017.0,0.10099999999999998,2017 Trevor Story
1004,A.J. Pollock,2015.0,0.09699999999999999,2015 A.J. Pollock
1005,Alcides Escobar,2015.0,0.1,2015 Alcides Escobar
1006,Kolten Wong,2017.0,0.153,2017 Kolten Wong
1007,Gio Urshela,2019.0,0.128,2019 Gio Urshela
1008,Ichiro Suzuki,2016.0,0.159,2016 Ichiro Suzuki
1009,Steve Pearce,2019.0,0.522,2019 Steve Pearce
1010,Meibrys Viloria,2019.0,0.386,2019 Meibrys Viloria
1011,Joe Panik,2018.0,0.154,2018 Joe Panik
1012,Adrian Beltre,2015.0,0.1,2015 Adrian Beltre
1013,Brian Goodwin,2018.0,0.292,2018 Brian Goodwin
1014,Wil Myers,2015.0,0.213,2015 Wil Myers
1015,Max Muncy,2015.0,0.4670000000000001,2015 Max Muncy
1016,Nick Franklin,2016.0,0.325,2016 Nick Franklin
1017,B.J. Upton,2016.0,0.11200000000000002,2016 B.J. Upton
1018,Bradley Zimmer,2017.0,0.175,2017 Bradley Zimmer
1019,Tim Anderson,2019.0,0.12900000000000003,2019 Tim Anderson
1020,Alex Dickerson,2016.0,0.203,2016 Alex Dickerson
1021,Jose Ramirez,2015.0,0.15999999999999998,2015 Jose Ramirez
1022,Adam Jones,2015.0,0.11399999999999998,2015 Adam Jones
1023,Ian Kinsler,2015.0,0.09,2015 Ian Kinsler
1024,Billy McKinney,2018.0,0.43499999999999994,2018 Billy McKinney
1025,Manny Machado,2015.0,0.081,2015 Manny Machado
1026,Ryon Healy,2019.0,0.318,2019 Ryon Healy
1027,Andrew Knapp,2018.0,0.253,2018 Andrew Knapp
1028,Danny Santana,2015.0,0.23899999999999993,2015 Danny Santana
1029,Lonnie Chisenhall,2016.0,0.142,2016 Lonnie Chisenhall
1030,Russell Martin,2015.0,0.106,2015 Russell Martin
1031,Kolten Wong,2018.0,0.14800000000000002,2018 Kolten Wong
1032,Jace Peterson,2019.0,0.502,2019 Jace Peterson
1033,Jose Altuve,2015.0,0.1,2015 Jose Altuve
1034,Jon Jay,2017.0,0.131,2017 Jon Jay
1035,Justin Morneau,2015.0,0.349,2015 Justin Morneau
1036,Dwight Smith Jr,2019.0,0.14800000000000002,2019 Dwight Smith Jr
1037,Mike Zunino,2016.0,0.273,2016 Mike Zunino
1038,Ryder Jones,2017.0,0.37700000000000006,2017 Ryder Jones
1039,Daniel Nava,2016.0,0.38099999999999995,2016 Daniel Nava
1040,Tyler White,2019.0,0.17700000000000002,2019 Tyler White
1041,Brock Holt,2019.0,0.18,2019 Brock Holt
1042,Teoscar Hernandez,2018.0,0.10400000000000001,2018 Teoscar Hernandez
1043,Blake Swihart,2019.0,0.538,2019 Blake Swihart
1044,Domonic Brown,2015.0,0.282,2015 Domonic Brown
1045,JaCoby Jones,2019.0,0.167,2019 JaCoby Jones
1046,Jonathan Villar,2016.0,0.077,2016 Jonathan Villar
1047,Mark Reynolds,2019.0,0.32600000000000007,2019 Mark Reynolds
1048,Brock Holt,2015.0,0.10400000000000001,2015 Brock Holt
1049,Jose Martinez,2019.0,0.138,2019 Jose Martinez
1050,Blake Swihart,2018.0,0.27,2018 Blake Swihart
1051,JaCoby Jones,2018.0,0.122,2018 JaCoby Jones
1052,Ehire Adrianza,2019.0,0.24700000000000005,2019 Ehire Adrianza
1053,Scott Schebler,2019.0,0.57,2019 Scott Schebler
1054,Greg Garcia,2019.0,0.135,2019 Greg Garcia
1055,Jake Smolinski,2016.0,0.19000000000000003,2016 Jake Smolinski
1056,Addison Russell,2016.0,0.092,2016 Addison Russell
1057,Jason Kipnis,2015.0,0.084,2015 Jason Kipnis
1058,Steven Duggar,2019.0,0.18899999999999997,2019 Steven Duggar
1059,Kurt Suzuki,2015.0,0.122,2015 Kurt Suzuki
1060,Derek Norris,2015.0,0.09599999999999999,2015 Derek Norris
1061,Denard Span,2016.0,0.087,2016 Denard Span
1062,Justin Upton,2017.0,0.079,2017 Justin Upton
1063,Stephen Piscotty,2018.0,0.098,2018 Stephen Piscotty
1064,Buster Posey,2015.0,0.09699999999999999,2015 Buster Posey
1065,Nick Markakis,2015.0,0.078,2015 Nick Markakis
1066,Kaleb Cowart,2018.0,0.4440000000000001,2018 Kaleb Cowart
1067,Cesar Hernandez,2017.0,0.09099999999999998,2017 Cesar Hernandez
1068,Yadier Molina,2018.0,0.10699999999999998,2018 Yadier Molina
1069,Kolten Wong,2015.0,0.092,2015 Kolten Wong
1070,Salvador Perez,2015.0,0.11499999999999999,2015 Salvador Perez
1071,Aledmys Diaz,2018.0,0.14300000000000002,2018 Aledmys Diaz
1072,Brian Anderson,2019.0,0.11,2019 Brian Anderson
1073,Mike Freeman,2019.0,0.24899999999999997,2019 Mike Freeman
1074,Miguel Sano,2018.0,0.166,2018 Miguel Sano
1075,Brett Gardner,2016.0,0.081,2016 Brett Gardner
1076,David Ross,2016.0,0.24600000000000005,2016 David Ross
1077,Yasiel Puig,2018.0,0.121,2018 Yasiel Puig
1078,Buster Posey,2017.0,0.1,2017 Buster Posey
1079,Brian Anderson,2018.0,0.079,2018 Brian Anderson
1080,Mark Trumbo,2018.0,0.147,2018 Mark Trumbo
1081,David DeJesus,2015.0,0.173,2015 David DeJesus
1082,Ezequiel Carrera,2016.0,0.166,2016 Ezequiel Carrera
1083,Freddy Galvis,2016.0,0.087,2016 Freddy Galvis
1084,Aaron Hicks,2017.0,0.139,2017 Aaron Hicks
1085,Jeff McNeil,2018.0,0.24600000000000005,2018 Jeff McNeil
1086,Ryan Goins,2015.0,0.127,2015 Ryan Goins
1087,Jedd Gyorko,2015.0,0.11299999999999999,2015 Jedd Gyorko
1088,Lorenzo Cain,2015.0,0.08900000000000002,2015 Lorenzo Cain
1089,J.J. Hardy,2016.0,0.11299999999999999,2016 J.J. Hardy
1090,Jose Altuve,2016.0,0.082,2016 Jose Altuve
1091,Jacoby Ellsbury,2017.0,0.13,2017 Jacoby Ellsbury
1092,Cory Spangenberg,2015.0,0.15699999999999997,2015 Cory Spangenberg
1093,Christian Vazquez,2019.0,0.10099999999999998,2019 Christian Vazquez
1094,Alex Rodriguez,2016.0,0.22200000000000006,2016 Alex Rodriguez
1095,Yandy Diaz,2019.0,0.154,2019 Yandy Diaz
1096,Jedd Gyorko,2017.0,0.106,2017 Jedd Gyorko
1097,Travis Jankowski,2016.0,0.12900000000000003,2016 Travis Jankowski
1098,Brett Gardner,2018.0,0.078,2018 Brett Gardner
1099,Blake Swihart,2015.0,0.167,2015 Blake Swihart
1100,Lourdes Gurriel Jr.,2019.0,0.15699999999999997,2019 Lourdes Gurriel Jr.
1101,Pablo Sandoval,2018.0,0.19100000000000003,2018 Pablo Sandoval
1102,Miguel Cabrera,2017.0,0.098,2017 Miguel Cabrera
1103,Tyler O'Neill,2019.0,0.327,2019 Tyler O'Neill
1104,Ben Revere,2016.0,0.149,2016 Ben Revere
1105,Rougned Odor,2015.0,0.11399999999999998,2015 Rougned Odor
1106,Cheslor Cuthbert,2019.0,0.15500000000000003,2019 Cheslor Cuthbert
1107,Eddie Rosario,2017.0,0.09300000000000003,2017 Eddie Rosario
1108,Brett Wallace,2015.0,0.4670000000000001,2015 Brett Wallace
1109,Byron Buxton,2016.0,0.152,2016 Byron Buxton
1110,Ben Revere,2017.0,0.17700000000000002,2017 Ben Revere
1111,Andrelton Simmons,2018.0,0.10099999999999998,2018 Andrelton Simmons
1112,Buster Posey,2016.0,0.087,2016 Buster Posey
1113,Cedric Mullins,2018.0,0.25800000000000006,2018 Cedric Mullins
1114,Cliff Pennington,2016.0,0.262,2016 Cliff Pennington
1115,Adam Jones,2017.0,0.087,2017 Adam Jones
1116,John Hicks,2019.0,0.159,2019 John Hicks
1117,Danny Santana,2016.0,0.21600000000000005,2016 Danny Santana
1118,Adrian Beltre,2018.0,0.10300000000000004,2018 Adrian Beltre
1119,Marcell Ozuna,2015.0,0.10800000000000003,2015 Marcell Ozuna
1120,Max Muncy,2016.0,0.3549999999999999,2016 Max Muncy
1121,Tucker Barnhart,2017.0,0.128,2017 Tucker Barnhart
1122,Anthony Rendon,2017.0,0.07400000000000001,2017 Anthony Rendon
1123,Starling Marte,2015.0,0.086,2015 Starling Marte
1124,Justin Morneau,2016.0,0.233,2016 Justin Morneau
1125,Mark Canha,2015.0,0.10300000000000004,2015 Mark Canha
1126,Jed Lowrie,2015.0,0.18,2015 Jed Lowrie
1127,Nick Williams,2019.0,0.4289999999999999,2019 Nick Williams
1128,Austin Hedges,2018.0,0.15,2018 Austin Hedges
1129,Lorenzo Cain,2019.0,0.078,2019 Lorenzo Cain
1130,Welington Castillo,2015.0,0.136,2015 Welington Castillo
1131,Ryan Braun,2016.0,0.092,2016 Ryan Braun
1132,Trayce Thompson,2016.0,0.172,2016 Trayce Thompson
1133,Jordy Mercer,2019.0,0.17899999999999996,2019 Jordy Mercer
1134,Enrique Hernandez,2018.0,0.10300000000000004,2018 Enrique Hernandez
1135,Mark Canha,2018.0,0.11100000000000003,2018 Mark Canha
1136,Sam Fuld,2015.0,0.145,2015 Sam Fuld
1137,Mookie Betts,2016.0,0.071,2016 Mookie Betts
1138,Michael A. Taylor,2015.0,0.10199999999999997,2015 Michael A. Taylor
1139,Eddie Rosario,2016.0,0.145,2016 Eddie Rosario
1140,Norichika Aoki,2017.0,0.131,2017 Norichika Aoki
1141,Ian Desmond,2019.0,0.10400000000000001,2019 Ian Desmond
1142,Freddy Galvis,2017.0,0.07200000000000001,2017 Freddy Galvis
1143,Adam Jones,2016.0,0.081,2016 Adam Jones
1144,Ian Kinsler,2016.0,0.075,2016 Ian Kinsler
1145,Robbie Grossman,2016.0,0.11700000000000002,2016 Robbie Grossman
1146,Greg Bird,2019.0,0.9220000000000003,2019 Greg Bird
1147,J.J. Hardy,2015.0,0.106,2015 J.J. Hardy
1148,Andre Ethier,2015.0,0.11100000000000003,2015 Andre Ethier
1149,Denard Span,2017.0,0.09300000000000003,2017 Denard Span
1150,Dixon Machado,2018.0,0.203,2018 Dixon Machado
1151,Daniel Descalso,2017.0,0.11900000000000001,2017 Daniel Descalso
1152,Chris Taylor,2019.0,0.109,2019 Chris Taylor
1153,Curt Casali,2016.0,0.17600000000000005,2016 Curt Casali
1154,Rafael Ortega,2019.0,0.45799999999999996,2019 Rafael Ortega
1155,Brock Holt,2016.0,0.13299999999999998,2016 Brock Holt
1156,Gerardo Parra,2018.0,0.11800000000000001,2018 Gerardo Parra
1157,Tommy Joseph,2017.0,0.092,2017 Tommy Joseph
1158,Aledmys Diaz,2019.0,0.20600000000000007,2019 Aledmys Diaz
1159,Erick Aybar,2016.0,0.11299999999999999,2016 Erick Aybar
1160,Luke Voit,2018.0,0.27399999999999997,2018 Luke Voit
1161,Chris Colabello,2015.0,0.135,2015 Chris Colabello
1162,Francisco Lindor,2016.0,0.07200000000000001,2016 Francisco Lindor
1163,Starling Marte,2019.0,0.087,2019 Starling Marte
1164,Salvador Perez,2016.0,0.09900000000000002,2016 Salvador Perez
1165,Welington Castillo,2019.0,0.187,2019 Welington Castillo
1166,Brad Miller,2015.0,0.10300000000000004,2015 Brad Miller
1167,Starlin Castro,2015.0,0.087,2015 Starlin Castro
1168,Ronny Rodriguez,2019.0,0.17600000000000005,2019 Ronny Rodriguez
1169,Hunter Dozier,2018.0,0.121,2018 Hunter Dozier
1170,Garrett Cooper,2019.0,0.10800000000000003,2019 Garrett Cooper
1171,Adam Engel,2018.0,0.109,2018 Adam Engel
1172,Jung Ho Kang,2015.0,0.098,2015 Jung Ho Kang
1173,Aaron Hicks,2015.0,0.122,2015 Aaron Hicks
1174,Troy Tulowitzki,2017.0,0.18899999999999997,2017 Troy Tulowitzki
1175,Gerardo Parra,2015.0,0.08800000000000002,2015 Gerardo Parra
1176,Avisail Garcia,2018.0,0.12900000000000003,2018 Avisail Garcia
1177,Josh Donaldson,2018.0,0.20699999999999993,2018 Josh Donaldson
1178,Victor Caratini,2018.0,0.22999999999999998,2018 Victor Caratini
1179,Melky Cabrera,2017.0,0.076,2017 Melky Cabrera
1180,Yolmer Sanchez,2018.0,0.07,2018 Yolmer Sanchez
1181,Francisco Lindor,2017.0,0.067,2017 Francisco Lindor
1182,Greg Allen,2018.0,0.161,2018 Greg Allen
1183,Shed Long,2019.0,0.2750000000000001,2019 Shed Long
1184,Matt Duffy,2015.0,0.07999999999999999,2015 Matt Duffy
1185,Kyle Farmer,2019.0,0.22,2019 Kyle Farmer
1186,Jorge Soler,2018.0,0.175,2018 Jorge Soler
1187,Trevor Plouffe,2016.0,0.139,2016 Trevor Plouffe
1188,Jordy Mercer,2015.0,0.11299999999999999,2015 Jordy Mercer
1189,Kyle Tucker,2019.0,0.6990000000000001,2019 Kyle Tucker
1190,Geovany Soto,2015.0,0.20600000000000007,2015 Geovany Soto
1191,Josh Harrison,2019.0,0.33299999999999996,2019 Josh Harrison
1192,Colby Rasmus,2018.0,0.9039999999999999,2018 Colby Rasmus
1193,Jonathan Schoop,2015.0,0.15999999999999998,2015 Jonathan Schoop
1194,Cameron Maybin,2015.0,0.082,2015 Cameron Maybin
1195,Delino DeShields,2017.0,0.098,2017 Delino DeShields
1196,Chris Iannetta,2019.0,0.265,2019 Chris Iannetta
1197,Yolmer Sanchez,2015.0,0.11,2015 Yolmer Sanchez
1198,Joey Wendle,2019.0,0.174,2019 Joey Wendle
1199,Zack Cozart,2017.0,0.084,2017 Zack Cozart
1200,Leonys Martin,2015.0,0.159,2015 Leonys Martin
1201,Welington Castillo,2018.0,0.23800000000000002,2018 Welington Castillo
1202,Ben Gamel,2018.0,0.14800000000000002,2018 Ben Gamel
1203,Russell Martin,2016.0,0.077,2016 Russell Martin
1204,Francisco Cervelli,2015.0,0.08800000000000002,2015 Francisco Cervelli
1205,Tyler Collins,2017.0,0.253,2017 Tyler Collins
1206,Austin Jackson,2015.0,0.07999999999999999,2015 Austin Jackson
1207,Keston Hiura,2019.0,0.127,2019 Keston Hiura
1208,David Fletcher,2019.0,0.067,2019 David Fletcher
1209,Willson Contreras,2019.0,0.11200000000000002,2019 Willson Contreras
1210,Chris Herrmann,2018.0,0.49,2018 Chris Herrmann
1211,Yadier Molina,2015.0,0.09599999999999999,2015 Yadier Molina
1212,Angel Pagan,2015.0,0.083,2015 Angel Pagan
1213,Ryan Zimmerman,2017.0,0.078,2017 Ryan Zimmerman
1214,Jean Segura,2016.0,0.064,2016 Jean Segura
1215,Jorge Soler,2015.0,0.10699999999999998,2015 Jorge Soler
1216,Kennys Vargas,2015.0,0.23899999999999993,2015 Kennys Vargas
