Year,Player,Team,Games,PA,SB,ISO,Babip,CS,Spd,GB/FB,LD,GB,FB,IFFB,HR/FB,IFH,BUH,Pull,Cent,Oppo,Soft,Med,Hard,O-Swing,Z-Swing,Swing,O-Contact,Z-Contact,Contact,Zone
2016.0,José Bautista,Blue Jays,116.0,517.0,2.0,0.217,0.255,2.0,2.5,0.95,18.8,39.5,41.7,17.8,16.3,3.1,0.0,52.8,31.5,15.7,21.3,37.7,41.0,20.2,58.7,36.6,60.4,89.4,80.2,42.5
2017.0,José Bautista,Blue Jays,157.0,686.0,6.0,0.164,0.239,3.0,3.4,0.82,16.5,37.7,45.8,16.5,11.9,8.1,0.0,45.0,33.0,21.9,21.7,46.9,31.4,25.3,62.1,41.0,58.6,81.4,73.3,42.6
2018.0,José Bautista,3 Teams,122.0,399.0,4.0,0.175,0.262,3.0,2.9,0.74,20.0,34.0,46.0,16.2,13.1,6.8,0.0,50.2,31.2,18.6,18.1,42.3,39.5,23.9,63.5,39.5,48.4,85.7,72.0,39.4
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2015.0,Eric Hosmer,Royals,158.0,667.0,7.0,0.162,0.336,3.0,4.9,2.13,23.6,52.0,24.4,10.1,15.1,5.9,50.0,36.8,34.5,28.7,18.0,49.1,32.9,32.2,64.8,45.6,68.1,89.6,80.7,41.2
2016.0,Eric Hosmer,Royals,158.0,667.0,5.0,0.167,0.301,3.0,2.8,2.38,16.5,58.9,24.7,6.0,21.4,3.6,66.7,36.1,34.6,29.4,18.9,46.8,34.4,33.9,70.5,48.8,58.4,87.2,75.4,40.8
2017.0,Eric Hosmer,Royals,162.0,671.0,6.0,0.179,0.351,1.0,3.4,2.5,22.2,55.6,22.2,7.2,22.5,6.8,100.0,31.3,35.7,32.9,21.8,48.7,29.5,30.0,69.2,47.0,64.2,89.2,80.2,43.5
2018.0,Eric Hosmer,Padres,157.0,677.0,7.0,0.145,0.302,4.0,3.5,3.06,19.9,60.4,19.7,9.7,19.4,6.0,0.0,31.8,39.2,29.0,23.5,41.9,34.5,33.1,70.7,48.5,58.5,85.7,74.7,40.9
2019.0,Eric Hosmer,Padres,160.0,667.0,0.0,0.16,0.323,3.0,2.3,2.42,20.9,56.0,23.1,4.7,20.8,4.3,50.0,33.0,39.9,27.1,18.2,41.6,40.1,35.9,72.8,50.0,58.1,84.9,73.0,38.3
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2017.0,Rhys Hoskins,Phillies,50.0,212.0,2.0,0.359,0.241,0.0,3.4,0.68,23.8,31.0,45.2,8.8,31.6,5.1,0.0,49.2,28.6,22.2,12.7,41.3,46.0,24.0,57.7,38.3,68.4,88.8,81.4,42.4
2018.0,Rhys Hoskins,Phillies,153.0,660.0,5.0,0.251,0.272,3.0,2.6,0.56,19.2,29.1,51.7,11.3,16.0,9.2,0.0,50.0,31.1,18.9,19.9,45.6,34.5,22.8,60.6,39.1,64.2,87.4,79.8,43.2
2019.0,Rhys Hoskins,Phillies,160.0,705.0,2.0,0.228,0.267,2.0,3.6,0.58,20.6,29.0,50.4,15.3,14.3,5.1,0.0,47.4,33.3,19.4,15.6,38.2,46.2,24.0,61.0,39.2,68.1,84.0,78.2,41.0
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2016.0,Brandon Nimmo,Mets,32.0,80.0,0.0,0.055,0.365,0.0,2.3,1.47,30.2,41.5,28.3,0.0,6.7,9.1,0.0,30.2,34.0,35.8,17.0,54.7,28.3,28.0,75.4,47.3,69.0,87.9,81.2,40.7
2017.0,Brandon Nimmo,Mets,69.0,215.0,2.0,0.158,0.36,0.0,4.5,1.31,24.4,42.9,32.8,5.1,12.8,3.9,0.0,32.5,36.7,30.8,15.0,50.0,35.0,17.0,59.3,36.9,55.3,86.0,78.5,47.0
2018.0,Brandon Nimmo,Mets,140.0,535.0,9.0,0.219,0.351,6.0,5.9,1.35,21.6,45.0,33.3,12.4,17.5,6.9,50.0,44.7,32.1,23.2,18.4,44.4,37.2,19.7,63.6,39.2,57.5,82.7,75.7,44.5
2019.0,Brandon Nimmo,Mets,69.0,254.0,3.0,0.186,0.293,0.0,4.9,1.02,23.3,38.8,38.0,4.1,16.3,0.0,33.3,39.4,31.1,29.5,14.4,50.0,35.6,20.0,65.8,40.3,52.1,83.6,74.9,44.4
2015.0,Wilson Ramos,Nationals,128.0,504.0,0.0,0.128,0.256,0.0,0.9,2.23,19.6,55.5,24.9,6.3,15.8,4.7,0.0,35.9,37.4,26.7,15.4,58.1,26.4,36.4,74.4,53.8,60.5,87.3,77.5,45.9
2016.0,Wilson Ramos,Nationals,131.0,523.0,0.0,0.189,0.327,0.0,0.9,2.15,20.4,54.3,25.3,5.8,21.4,6.8,0.0,38.3,34.2,27.5,17.9,46.7,35.4,30.2,73.2,50.3,68.3,88.4,81.9,46.7
2017.0,Wilson Ramos,Rays,64.0,224.0,0.0,0.188,0.262,0.0,0.5,1.72,17.7,52.0,30.3,11.3,20.8,6.6,0.0,46.3,32.6,21.1,22.3,44.6,33.1,40.3,73.9,55.6,67.1,88.4,80.0,45.4
2018.0,Wilson Ramos,2 Teams,111.0,416.0,0.0,0.181,0.353,0.0,1.1,2.23,20.4,54.9,24.7,8.0,20.0,4.8,0.0,40.1,32.2,27.6,17.4,43.4,39.1,38.5,79.0,54.2,64.9,88.1,78.1,38.9
2019.0,Wilson Ramos,Mets,141.0,524.0,1.0,0.129,0.31,0.0,1.6,3.26,18.4,62.4,19.2,6.4,17.9,4.7,0.0,39.8,34.6,25.6,18.2,49.9,31.9,37.5,76.1,53.9,69.1,89.6,81.3,42.4
2015.0,Billy Hamilton,Reds,114.0,454.0,57.0,0.063,0.264,8.0,8.1,1.13,19.6,42.6,37.8,5.9,3.4,13.5,31.6,29.4,42.0,28.6,22.6,58.0,19.4,27.6,63.5,44.0,72.5,89.3,83.6,45.7
2016.0,Billy Hamilton,Reds,119.0,460.0,58.0,0.083,0.329,8.0,8.3,1.57,21.9,47.7,30.5,9.8,3.3,12.5,28.6,34.8,37.0,28.2,21.8,59.1,19.1,25.2,64.4,44.0,67.4,88.8,82.4,47.9
2017.0,Billy Hamilton,Reds,139.0,633.0,59.0,0.088,0.313,13.0,9.0,1.5,23.6,45.8,30.6,12.1,3.0,9.6,20.8,36.8,37.3,25.9,25.0,59.0,16.0,29.9,63.3,45.3,71.4,88.8,82.6,46.0
2018.0,Billy Hamilton,Reds,153.0,556.0,34.0,0.091,0.309,10.0,8.3,1.08,26.9,37.9,35.2,17.2,3.1,10.1,30.8,34.7,33.4,31.8,26.8,54.1,19.1,29.9,67.6,47.5,67.7,84.0,78.5,46.6
2019.0,Billy Hamilton,2 Teams,119.0,353.0,22.0,0.057,0.299,6.0,6.9,1.06,24.8,38.7,36.5,21.0,0.0,10.5,33.3,41.2,32.2,26.6,26.2,50.2,23.6,29.0,66.7,46.4,64.4,85.6,78.5,46.1
2015.0,Jorge Polanco,Twins,4.0,12.0,1.0,0.0,0.333,0.0,4.7,2.5,22.2,55.6,22.2,0.0,0.0,0.0,0.0,33.3,55.6,11.1,0.0,88.9,11.1,28.6,36.8,31.9,50.0,100.0,73.3,40.4
2016.0,Jorge Polanco,Twins,69.0,270.0,4.0,0.143,0.328,3.0,5.0,0.89,30.3,32.8,36.8,2.7,5.4,7.6,0.0,40.7,37.7,21.6,18.6,57.8,23.5,33.4,55.0,42.6,72.6,93.2,84.0,42.8
2017.0,Jorge Polanco,Twins,133.0,544.0,13.0,0.154,0.278,5.0,4.9,0.89,19.3,37.9,42.8,10.3,7.4,7.7,35.7,44.2,33.8,22.0,19.9,52.5,27.7,26.9,61.0,43.1,74.2,92.5,86.5,47.6
2018.0,Jorge Polanco,Twins,77.0,333.0,7.0,0.139,0.345,7.0,4.6,0.94,26.1,35.9,38.0,11.2,6.7,10.7,44.4,38.3,30.5,31.3,22.2,45.7,32.1,25.2,62.8,41.6,71.4,92.5,85.3,43.7
2019.0,Jorge Polanco,Twins,153.0,704.0,4.0,0.19,0.328,3.0,4.7,0.66,26.3,29.2,44.4,7.0,9.6,8.0,54.5,37.4,36.5,26.1,15.3,45.2,39.5,28.5,67.2,44.6,71.9,90.7,83.6,41.6
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2016.0,Christian Vázquez,Red Sox,57.0,184.0,0.0,0.081,0.288,0.0,3.1,3.95,25.0,59.8,15.2,10.0,5.0,5.1,0.0,35.3,36.8,27.8,19.5,52.6,27.8,32.9,63.5,47.4,74.4,90.1,84.4,47.2
2017.0,Christian Vázquez,Red Sox,99.0,345.0,7.0,0.114,0.348,2.0,5.1,1.68,24.9,47.1,28.0,4.1,6.8,2.4,0.0,29.1,37.5,33.3,21.5,52.1,26.4,32.2,57.5,44.3,76.0,88.7,83.8,47.6
2018.0,Christian Vázquez,Red Sox,80.0,269.0,4.0,0.076,0.237,1.0,3.9,1.17,21.4,42.4,36.2,6.6,3.9,3.4,0.0,33.2,31.8,35.1,18.0,54.5,27.5,34.7,66.9,48.9,75.0,94.7,86.9,44.2
2019.0,Christian Vázquez,Red Sox,138.0,521.0,4.0,0.201,0.305,2.0,3.3,1.04,23.0,39.3,37.7,6.9,16.0,3.3,20.0,36.2,35.1,28.7,12.7,53.7,33.6,35.2,69.0,49.9,70.8,88.4,81.4,43.5
2015.0,Cameron Maybin,Braves,141.0,555.0,23.0,0.103,0.316,6.0,5.4,2.89,22.0,57.9,20.0,12.3,12.3,7.3,33.3,38.1,33.4,28.5,20.9,57.7,21.4,26.7,62.0,43.4,64.1,89.6,81.4,47.4
2016.0,Cameron Maybin,Tigers,94.0,391.0,15.0,0.103,0.383,6.0,6.9,2.6,21.7,56.5,21.7,5.0,6.7,5.1,42.9,31.1,36.7,32.2,19.8,55.5,24.7,25.6,61.1,41.9,65.2,89.6,81.5,45.8
2017.0,Cameron Maybin,2 Teams,114.0,450.0,33.0,0.137,0.274,8.0,6.9,2.07,14.4,57.7,27.9,6.0,12.0,7.6,40.0,38.9,34.3,26.7,20.1,52.5,27.4,21.7,57.0,37.2,55.6,88.5,77.8,44.0
2018.0,Cameron Maybin,2 Teams,129.0,384.0,10.0,0.088,0.306,5.0,4.3,1.76,23.6,48.7,27.7,10.8,5.4,9.2,50.0,37.9,41.3,20.8,19.7,46.8,33.5,25.0,61.4,41.2,62.4,90.6,81.1,44.5
2019.0,Cameron Maybin,Yankees,82.0,269.0,9.0,0.209,0.365,6.0,4.5,1.05,19.4,41.2,39.4,13.8,16.9,13.2,0.0,33.5,40.7,25.7,20.4,41.9,37.7,27.3,63.4,41.9,57.7,83.0,73.2,40.5
2015.0,Jake Lamb,Diamondbacks,107.0,390.0,3.0,0.123,0.344,2.0,4.6,1.39,22.7,44.9,32.4,3.6,7.2,7.8,0.0,38.7,34.8,26.6,14.8,48.8,36.3,25.8,63.3,42.3,51.8,89.5,76.6,44.0
2016.0,Jake Lamb,Diamondbacks,151.0,594.0,6.0,0.26,0.294,1.0,5.9,1.25,17.4,45.8,36.7,6.6,21.2,7.6,0.0,43.2,34.3,22.5,13.9,46.6,39.4,27.8,65.3,43.9,52.9,83.8,72.7,43.1
2017.0,Jake Lamb,Diamondbacks,149.0,635.0,6.0,0.239,0.287,4.0,4.4,1.07,20.6,41.1,38.3,6.0,20.1,3.1,0.0,41.9,35.2,22.9,12.9,51.4,35.7,22.4,61.8,39.8,58.6,86.6,77.8,44.2
2018.0,Jake Lamb,Diamondbacks,56.0,238.0,1.0,0.126,0.286,2.0,2.8,1.67,17.8,51.4,30.8,2.2,13.3,12.0,0.0,43.8,29.5,26.7,18.5,39.0,42.5,28.7,60.4,42.6,52.2,86.4,73.5,43.8
2019.0,Jake Lamb,Diamondbacks,78.0,226.0,1.0,0.16,0.234,0.0,4.8,1.02,22.6,39.1,38.3,5.9,11.8,3.8,0.0,39.6,39.6,20.9,11.2,35.8,53.0,26.8,64.3,42.0,56.7,86.1,74.9,40.5
2015.0,Carlos González,Rockies,153.0,608.0,2.0,0.269,0.284,0.0,3.2,1.29,16.5,47.1,36.5,7.1,25.8,4.0,33.3,41.4,36.4,22.2,17.1,48.8,34.1,37.7,78.1,53.8,55.7,83.1,71.5,39.8
2016.0,Carlos González,Rockies,150.0,632.0,2.0,0.207,0.346,2.0,3.0,1.42,21.3,46.2,32.5,8.1,16.9,9.5,0.0,37.1,37.5,25.4,20.2,42.8,37.1,36.4,74.4,51.6,56.8,82.1,71.4,40.0
2017.0,Carlos González,Rockies,136.0,534.0,3.0,0.162,0.318,0.0,3.2,1.53,19.7,48.6,31.7,9.7,12.4,5.8,100.0,41.5,38.1,20.4,20.4,47.6,31.9,34.2,72.3,49.9,52.4,82.6,70.4,41.1
2018.0,Carlos González,Rockies,132.0,504.0,5.0,0.19,0.332,2.0,5.0,1.33,16.2,47.9,35.9,11.9,12.7,8.3,100.0,34.0,39.4,26.6,21.2,43.6,35.1,35.3,74.0,50.2,60.2,81.8,72.4,38.5
2019.0,Carlos González,2 Teams,45.0,166.0,0.0,0.083,0.283,3.0,2.9,2.3,19.1,56.4,24.5,8.7,13.0,1.9,100.0,36.8,36.8,26.3,24.2,44.2,31.6,37.1,72.8,50.6,54.4,77.0,66.7,37.6
2015.0,Scooter Gennett,Brewers,114.0,391.0,1.0,0.117,0.309,3.0,4.1,1.63,21.5,48.7,29.8,13.3,6.7,4.1,80.0,37.5,30.9,31.6,22.1,55.7,22.1,43.3,73.8,56.4,72.8,92.7,84.0,42.8
2016.0,Scooter Gennett,Brewers,136.0,542.0,8.0,0.149,0.315,1.0,4.1,1.29,20.8,44.7,34.5,6.8,10.5,4.7,50.0,34.9,34.9,30.2,17.8,53.2,28.9,34.3,73.0,50.5,67.4,87.2,79.4,42.0
2017.0,Scooter Gennett,Reds,141.0,497.0,3.0,0.236,0.339,2.0,4.3,1.1,21.1,41.3,37.6,8.5,20.8,4.2,66.7,42.4,33.8,23.8,17.2,48.4,34.4,32.1,68.6,48.8,69.0,85.9,79.9,45.9
2018.0,Scooter Gennett,Reds,154.0,638.0,4.0,0.18,0.358,2.0,3.7,1.11,23.6,40.1,36.2,6.6,13.8,6.5,16.7,40.5,32.1,27.4,15.6,45.6,38.8,38.3,73.1,52.9,75.3,86.9,82.0,42.0
2019.0,Scooter Gennett,2 Teams,42.0,139.0,0.0,0.098,0.304,0.0,2.2,1.33,23.9,43.5,32.6,3.3,6.7,5.0,0.0,43.0,39.8,17.2,14.0,50.5,35.5,47.7,75.0,58.2,72.3,81.3,76.7,38.3
2015.0,Jedd Gyorko,Padres,128.0,458.0,0.0,0.15,0.29,1.0,0.7,1.15,21.0,42.3,36.7,6.8,13.7,3.0,0.0,40.8,37.6,21.6,14.7,50.5,34.8,31.2,69.0,48.8,60.1,85.5,76.8,46.4
2016.0,Jedd Gyorko,Cardinals,128.0,438.0,0.0,0.253,0.244,0.0,1.7,1.01,19.0,40.7,40.3,5.7,24.4,8.1,0.0,45.2,33.1,21.6,16.7,48.5,34.8,31.2,70.7,48.8,58.0,86.0,76.1,44.5
2017.0,Jedd Gyorko,Cardinals,125.0,481.0,6.0,0.2,0.312,2.0,3.8,1.03,20.1,40.5,39.3,8.5,15.5,5.3,0.0,43.0,30.5,26.5,19.2,50.0,30.8,29.8,71.2,48.1,58.8,85.6,76.3,44.1
2018.0,Jedd Gyorko,Cardinals,125.0,402.0,2.0,0.154,0.303,0.0,3.3,1.01,20.5,39.9,39.6,8.2,10.0,3.6,0.0,43.9,33.1,23.0,16.2,46.8,37.1,29.9,68.6,46.2,60.6,84.1,75.3,42.3
2019.0,Jedd Gyorko,2 Teams,62.0,101.0,2.0,0.076,0.212,0.0,3.5,1.04,19.1,41.2,39.7,18.5,7.4,7.1,0.0,44.1,30.9,25.0,27.9,29.4,42.6,34.9,67.1,47.6,60.9,87.0,75.4,39.3
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2017.0,Brian Anderson,Marlins,25.0,95.0,0.0,0.107,0.386,0.0,3.7,2.15,28.1,49.1,22.8,15.4,0.0,0.0,0.0,35.1,43.9,21.1,17.5,52.6,29.8,30.9,67.7,46.6,58.8,81.1,72.6,42.7
2018.0,Brian Anderson,Marlins,156.0,670.0,2.0,0.127,0.332,4.0,3.5,1.82,19.7,51.8,28.5,6.1,8.3,3.8,0.0,38.4,35.4,26.1,16.2,45.6,38.2,28.1,68.7,46.2,65.1,84.9,78.2,44.6
2019.0,Brian Anderson,Marlins,126.0,520.0,5.0,0.207,0.305,1.0,3.5,1.28,19.3,45.4,35.3,10.6,16.3,8.9,0.0,38.2,32.8,29.0,19.5,36.2,44.3,34.8,65.9,47.5,58.7,87.1,74.9,41.0
2015.0,Rougned Odor,Rangers,120.0,470.0,6.0,0.204,0.283,7.0,5.5,1.15,14.6,45.8,39.7,19.1,11.8,8.9,72.7,46.9,31.6,21.5,20.9,50.0,29.1,35.1,65.4,48.0,71.9,91.4,83.2,42.6
2016.0,Rougned Odor,Rangers,150.0,632.0,14.0,0.231,0.297,7.0,5.5,0.95,17.6,40.2,42.2,8.2,17.0,6.5,71.4,47.3,33.5,19.2,15.4,49.2,35.4,41.8,71.3,54.3,65.0,88.2,77.9,42.5
2017.0,Rougned Odor,Rangers,162.0,651.0,15.0,0.193,0.224,6.0,5.6,0.98,16.3,41.5,42.2,15.5,16.0,4.9,66.7,50.3,29.8,19.8,18.5,44.8,36.7,38.3,73.6,52.8,62.1,85.3,75.4,41.1
2018.0,Rougned Odor,Rangers,129.0,535.0,12.0,0.171,0.305,12.0,4.9,1.05,19.5,41.1,39.3,11.5,13.7,6.6,38.1,46.6,35.9,17.5,15.0,39.8,45.2,35.4,64.6,47.6,66.4,87.1,78.2,41.8
2019.0,Rougned Odor,Rangers,145.0,581.0,11.0,0.234,0.244,9.0,4.4,0.73,17.4,34.7,47.9,13.8,18.8,6.9,50.0,47.4,33.5,19.1,17.9,36.4,45.7,33.1,67.6,47.4,57.4,84.0,73.1,41.4
2015.0,Jonathan Lucroy,Brewers,103.0,415.0,1.0,0.127,0.297,0.0,3.8,1.52,25.9,44.7,29.4,7.6,7.6,4.3,0.0,31.8,37.3,30.9,14.6,50.3,35.0,27.4,60.2,43.4,71.5,93.5,86.3,48.6
2016.0,Jonathan Lucroy,2 Teams,142.0,544.0,5.0,0.208,0.322,0.0,4.3,0.96,24.2,37.2,38.7,13.8,15.8,5.5,0.0,35.1,37.2,27.7,21.1,43.5,35.4,30.0,57.7,43.1,70.8,88.2,81.8,47.4
2017.0,Jonathan Lucroy,2 Teams,123.0,481.0,1.0,0.106,0.286,0.0,3.1,1.91,18.6,53.5,27.9,9.5,5.7,4.0,0.0,30.3,38.8,30.9,20.5,57.2,22.3,25.3,58.3,41.7,81.1,94.4,90.4,49.6
2018.0,Jonathan Lucroy,Athletics,126.0,454.0,0.0,0.084,0.273,0.0,1.9,1.25,24.7,41.9,33.4,13.4,3.4,3.4,0.0,32.5,40.1,27.5,17.9,47.3,34.7,30.8,58.4,43.5,79.2,93.7,88.1,46.0
2019.0,Jonathan Lucroy,2 Teams,101.0,328.0,0.0,0.123,0.253,0.0,1.8,1.34,20.8,45.3,33.9,9.6,9.6,4.5,0.0,40.0,36.7,23.3,17.6,46.9,35.5,27.0,54.2,39.2,76.5,92.7,86.6,45.1
2015.0,Derek Dietrich,Marlins,90.0,289.0,0.0,0.2,0.303,2.0,4.3,0.85,19.8,36.9,43.3,12.3,12.3,7.2,100.0,38.8,39.4,21.8,22.9,42.6,34.6,29.5,70.9,46.5,62.6,89.3,79.4,41.1
2016.0,Derek Dietrich,Marlins,128.0,412.0,1.0,0.145,0.343,0.0,4.2,1.07,21.7,40.4,37.9,9.7,6.8,10.0,0.0,37.9,37.5,24.6,25.7,46.3,27.9,32.5,67.1,46.9,68.0,90.6,81.5,41.7
2017.0,Derek Dietrich,Marlins,135.0,464.0,0.0,0.175,0.294,1.0,3.9,0.9,22.8,36.5,40.7,8.7,10.2,8.8,0.0,40.7,36.5,22.8,20.5,47.4,32.1,29.9,65.9,46.5,65.7,90.1,81.6,45.9
2018.0,Derek Dietrich,Marlins,149.0,551.0,2.0,0.156,0.336,0.0,4.1,1.13,23.3,40.7,36.0,15.4,12.3,2.0,0.0,41.3,33.8,24.9,19.4,44.0,36.6,34.4,71.8,50.4,64.2,85.9,77.4,42.8
2019.0,Derek Dietrich,Reds,113.0,306.0,1.0,0.275,0.176,1.0,4.3,0.72,17.0,34.7,48.3,16.5,22.4,1.6,50.0,48.3,28.1,23.6,23.6,37.6,38.8,31.6,73.2,48.9,58.1,80.0,71.7,41.5
2015.0,Justin Smoak,Blue Jays,132.0,328.0,0.0,0.243,0.254,0.0,2.4,1.27,23.7,42.7,33.6,9.9,25.4,1.1,0.0,48.8,28.0,23.2,13.3,50.2,36.5,27.5,63.2,42.3,55.5,84.9,73.7,41.6
2016.0,Justin Smoak,Blue Jays,126.0,341.0,1.0,0.174,0.295,0.0,1.8,0.72,27.3,30.5,42.2,7.6,17.7,5.3,0.0,41.7,28.3,29.9,12.3,48.7,39.0,29.6,66.7,45.3,54.9,82.2,72.0,42.5
2017.0,Justin Smoak,Blue Jays,158.0,637.0,0.0,0.259,0.285,1.0,1.7,0.77,21.2,34.3,44.5,7.3,19.7,2.0,0.0,40.8,35.3,24.0,13.1,47.5,39.4,25.8,66.9,43.0,62.9,87.9,79.2,41.9
2018.0,Justin Smoak,Blue Jays,147.0,594.0,0.0,0.216,0.297,1.0,1.1,0.93,17.9,39.5,42.6,7.3,16.7,5.0,0.0,49.1,29.5,21.3,14.5,51.7,33.8,24.6,63.5,40.3,60.8,85.5,76.5,40.3
2019.0,Justin Smoak,Blue Jays,121.0,500.0,0.0,0.198,0.223,0.0,0.9,0.86,20.7,36.6,42.7,6.8,16.7,3.5,0.0,47.9,35.0,17.2,14.2,43.0,42.7,23.0,64.9,39.7,58.3,87.5,77.3,39.8
2015.0,Mark Canha,Athletics,124.0,485.0,7.0,0.172,0.289,2.0,5.1,1.04,18.1,41.7,40.2,14.3,11.4,9.0,0.0,42.8,34.5,22.7,19.0,49.4,31.6,32.9,62.9,47.2,67.3,85.8,79.1,47.7
2016.0,Mark Canha,Athletics,16.0,44.0,0.0,0.22,0.105,1.0,5.0,0.8,18.2,36.4,45.5,20.0,30.0,0.0,0.0,39.1,34.8,26.1,17.4,43.5,39.1,36.7,67.1,51.2,57.6,76.4,69.3,47.7
2017.0,Mark Canha,Athletics,57.0,187.0,2.0,0.173,0.274,0.0,5.0,0.71,20.3,33.1,46.6,23.6,9.1,7.7,0.0,48.3,22.0,29.7,21.2,50.8,28.0,37.7,66.9,49.9,68.9,81.3,75.9,41.9
2018.0,Mark Canha,Athletics,122.0,411.0,1.0,0.2,0.282,2.0,2.5,0.95,21.9,38.0,40.1,14.3,15.2,13.2,0.0,44.8,34.1,21.1,18.6,44.1,37.3,31.1,61.0,44.0,73.4,87.0,81.5,43.0
2019.0,Mark Canha,Athletics,126.0,497.0,3.0,0.244,0.308,2.0,4.3,1.01,18.4,41.0,40.7,18.5,21.0,9.6,0.0,49.5,29.5,21.0,18.4,42.0,39.7,25.0,61.4,40.4,70.6,83.8,79.1,42.4
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2016.0,Yuli Gurriel,Astros,36.0,137.0,1.0,0.123,0.267,1.0,2.4,1.11,20.2,42.0,37.8,11.1,6.7,8.0,0.0,42.0,39.5,18.5,19.3,52.1,28.6,40.7,75.5,55.4,78.6,88.5,84.3,42.1
2017.0,Yuli Gurriel,Astros,139.0,564.0,3.0,0.187,0.308,2.0,2.8,1.31,18.6,46.2,35.2,12.7,10.8,6.0,0.0,41.4,37.4,21.1,15.9,49.0,35.1,32.8,67.9,48.2,70.2,91.1,83.1,43.8
2018.0,Yuli Gurriel,Astros,136.0,573.0,5.0,0.138,0.306,1.0,3.6,1.25,20.2,44.3,35.6,12.9,7.6,9.4,0.0,41.2,36.4,22.5,18.3,51.1,30.6,37.1,69.2,50.2,77.3,92.8,86.0,40.8
2019.0,Yuli Gurriel,Astros,144.0,612.0,5.0,0.243,0.289,3.0,3.6,0.97,22.4,38.2,39.4,13.6,15.6,8.3,0.0,45.3,32.9,21.8,17.8,43.6,38.6,35.4,69.3,49.7,78.0,92.1,86.3,42.2
2015.0,Avisaíl García,White Sox,148.0,601.0,7.0,0.108,0.32,7.0,3.6,1.83,24.5,48.8,26.7,6.3,11.7,10.8,0.0,36.1,40.4,23.6,19.0,51.9,29.1,45.2,78.9,59.1,55.0,83.3,70.5,41.2
2016.0,Avisaíl García,White Sox,120.0,453.0,4.0,0.14,0.309,4.0,4.1,2.36,21.7,55.0,23.3,7.1,17.1,4.8,0.0,36.7,37.0,26.3,18.3,47.3,34.3,39.9,76.4,54.8,50.3,82.6,68.6,40.7
2017.0,Avisaíl García,White Sox,136.0,561.0,5.0,0.176,0.392,3.0,4.3,1.9,20.3,52.2,27.5,5.4,16.1,12.2,0.0,42.6,33.6,23.8,15.7,49.0,35.3,39.8,83.4,59.0,52.9,84.3,72.4,43.9
2018.0,Avisaíl García,White Sox,93.0,385.0,3.0,0.202,0.271,1.0,4.4,1.4,17.4,48.3,34.4,7.9,21.3,10.4,0.0,47.9,32.8,19.3,17.4,44.4,38.2,43.9,79.9,58.6,50.5,81.3,67.6,40.7
2019.0,Avisaíl García,Rays,125.0,530.0,10.0,0.182,0.34,4.0,4.4,1.46,22.3,46.0,31.6,5.2,17.2,10.1,0.0,42.2,36.5,21.3,18.8,41.1,40.1,40.0,81.9,56.4,54.5,80.6,69.3,39.1
2015.0,Nick Markakis,Braves,156.0,686.0,2.0,0.08,0.338,1.0,2.3,1.94,20.8,52.3,27.0,9.1,2.1,7.9,0.0,28.7,38.3,33.0,16.4,57.9,25.7,26.6,62.3,42.1,86.1,92.6,90.2,43.5
2016.0,Nick Markakis,Braves,158.0,684.0,0.0,0.129,0.3,2.0,1.3,1.22,21.9,43.0,35.1,6.7,7.3,4.6,0.0,33.5,37.3,29.2,14.0,53.1,32.9,24.2,62.1,40.9,81.5,91.5,88.2,44.1
2017.0,Nick Markakis,Braves,160.0,670.0,0.0,0.11,0.324,2.0,1.9,1.66,22.2,48.6,29.2,9.9,5.6,4.2,0.0,33.3,36.6,30.0,15.6,51.2,33.1,25.4,59.3,40.7,78.4,90.9,86.6,45.1
2018.0,Nick Markakis,Braves,162.0,705.0,1.0,0.143,0.318,1.0,2.1,1.44,26.6,43.3,30.1,6.6,8.4,5.0,0.0,31.7,39.1,29.2,13.8,45.7,40.6,22.9,61.6,40.4,78.6,93.3,88.8,45.3
2019.0,Nick Markakis,Braves,116.0,469.0,2.0,0.135,0.31,0.0,3.6,1.77,24.9,47.9,27.1,3.1,9.2,7.5,0.0,34.3,36.3,29.4,13.6,45.4,41.0,27.4,61.6,41.8,84.2,91.6,88.8,42.2
2015.0,Alex Gordon,Royals,104.0,422.0,2.0,0.161,0.327,5.0,1.5,1.0,24.8,37.6,37.6,8.0,13.0,7.0,100.0,45.7,36.3,18.0,19.1,47.2,33.7,22.5,67.6,42.3,60.8,85.7,78.3,43.8
2016.0,Alex Gordon,Royals,128.0,506.0,8.0,0.16,0.288,1.0,5.0,1.0,24.2,37.9,37.9,5.3,15.0,5.3,0.0,44.6,32.9,22.5,16.1,47.0,36.9,24.9,68.1,43.7,48.7,83.1,72.0,43.5
2017.0,Alex Gordon,Royals,148.0,541.0,7.0,0.107,0.261,4.0,4.3,1.29,24.4,42.6,33.0,9.5,7.8,4.0,50.0,43.0,34.8,22.2,19.4,51.4,29.2,27.3,70.4,47.3,57.6,87.5,78.3,46.5
