Year,Player,Team,Games,PA,SB,ISO,Babip,CS,Spd,GB/FB,LD,GB,FB,IFFB,HR/FB,IFH,BUH,Pull,Cent,Oppo,Soft,Med,Hard,O-Swing,Z-Swing,Swing,O-Contact,Z-Contact,Contact,Zone
2018.0,Alex Gordon,Royals,141.0,568.0,12.0,0.125,0.299,2.0,3.8,1.45,26.4,43.6,30.0,6.1,11.3,4.2,0.0,40.2,34.2,25.6,15.9,46.2,37.9,29.7,67.0,46.2,59.0,87.0,77.0,44.2
2019.0,Alex Gordon,Royals,150.0,633.0,5.0,0.129,0.301,3.0,3.2,1.5,23.1,46.2,30.7,3.5,9.2,5.7,25.0,40.6,34.8,24.6,14.5,46.7,38.9,30.1,72.5,47.9,65.5,88.8,80.4,42.1
2015.0,Chase Headley,Yankees,156.0,642.0,0.0,0.11,0.317,2.0,2.3,1.42,26.6,43.1,30.4,11.8,8.1,5.7,100.0,44.3,35.6,20.0,17.4,54.8,27.8,24.7,65.4,42.8,60.4,89.3,80.0,44.5
2016.0,Chase Headley,Yankees,140.0,529.0,8.0,0.133,0.303,2.0,3.9,1.38,23.8,44.2,32.0,6.2,12.4,4.5,100.0,41.5,33.9,24.6,17.2,51.4,31.4,27.7,66.1,44.0,58.9,87.3,77.0,42.4
2017.0,Chase Headley,Yankees,147.0,586.0,9.0,0.133,0.341,2.0,4.3,1.37,24.9,43.5,31.7,6.6,9.9,6.6,80.0,38.2,33.3,28.4,17.1,53.0,30.0,25.8,67.9,44.3,58.5,84.6,76.1,44.0
2018.0,Chase Headley,Padres,27.0,60.0,0.0,0.019,0.188,0.0,0.6,1.78,21.9,50.0,28.1,0.0,0.0,0.0,0.0,46.9,28.1,25.0,12.5,50.0,37.5,27.2,59.4,41.9,65.0,90.4,81.4,45.6
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2015.0,Steven Souza Jr.,Rays,110.0,426.0,12.0,0.174,0.318,6.0,5.1,1.31,20.0,45.3,34.7,10.3,20.5,9.8,50.0,45.9,34.2,19.9,20.3,45.9,33.8,27.5,67.5,46.2,49.8,79.1,69.8,46.7
2016.0,Steven Souza Jr.,Rays,120.0,468.0,7.0,0.163,0.348,6.0,4.1,1.2,24.9,40.9,34.2,9.8,18.5,13.6,66.7,45.6,31.3,23.2,15.1,52.6,32.4,30.6,71.8,49.7,54.8,75.3,68.6,46.4
2017.0,Steven Souza Jr.,Rays,148.0,617.0,16.0,0.22,0.302,4.0,4.8,1.3,21.1,44.6,34.3,6.8,25.6,8.6,20.0,46.8,32.4,20.8,16.5,49.4,34.1,24.4,70.8,43.8,50.4,78.7,69.6,41.9
2018.0,Steven Souza Jr.,Diamondbacks,72.0,272.0,6.0,0.149,0.298,1.0,5.5,0.97,24.1,37.3,38.6,15.6,7.8,4.8,0.0,38.0,35.5,26.5,18.1,38.0,44.0,25.2,69.9,43.7,57.2,83.4,74.5,41.4
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2015.0,Jake Marisnick,Astros,133.0,372.0,24.0,0.147,0.31,9.0,7.9,1.09,19.7,41.9,38.4,10.2,10.2,15.6,33.3,42.6,30.3,27.0,23.4,52.9,23.8,32.4,71.9,51.0,59.3,80.8,73.6,47.1
2016.0,Jake Marisnick,Astros,118.0,311.0,10.0,0.122,0.275,5.0,6.2,1.27,19.3,45.2,35.5,15.7,7.1,14.6,33.3,44.0,32.1,23.9,21.1,52.6,26.3,33.7,73.4,52.3,61.4,84.3,76.4,46.9
2017.0,Jake Marisnick,Astros,106.0,259.0,9.0,0.252,0.32,4.0,5.5,0.77,15.4,36.8,47.8,9.2,24.6,8.0,57.1,39.9,30.1,30.1,18.2,53.1,28.7,34.0,70.8,49.7,50.2,77.6,66.9,42.6
2018.0,Jake Marisnick,Astros,103.0,235.0,6.0,0.188,0.292,2.0,6.5,0.7,23.0,31.7,45.2,14.0,17.5,10.0,40.0,35.1,35.9,29.0,20.6,50.4,29.0,36.8,72.9,51.4,52.6,78.2,67.2,40.2
2019.0,Jake Marisnick,Astros,120.0,318.0,10.0,0.178,0.31,3.0,7.6,1.24,18.2,45.3,36.5,10.0,14.3,8.0,12.5,43.0,31.0,26.0,22.0,46.5,31.5,36.1,74.3,52.3,56.3,85.6,74.0,42.5
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2016.0,Adam Frazier,Pirates,66.0,160.0,4.0,0.11,0.353,1.0,5.5,1.89,33.1,43.8,23.1,3.6,7.1,7.5,0.0,27.3,35.5,37.2,15.7,52.9,31.4,32.9,68.0,50.2,68.3,91.4,83.8,49.4
2017.0,Adam Frazier,Pirates,121.0,454.0,9.0,0.123,0.306,5.0,5.7,1.79,25.4,47.9,26.8,3.2,6.4,5.4,0.0,32.3,32.9,34.8,17.8,54.7,27.5,27.2,65.7,45.7,75.8,92.8,87.5,48.0
2018.0,Adam Frazier,Pirates,113.0,352.0,1.0,0.179,0.305,3.0,3.6,1.57,19.6,49.1,31.3,3.6,12.0,3.8,0.0,37.8,34.8,27.3,15.4,49.8,34.8,27.5,66.7,45.0,79.3,91.4,87.3,44.5
2019.0,Adam Frazier,Pirates,152.0,608.0,5.0,0.139,0.306,5.0,4.8,1.24,25.9,41.1,33.1,5.1,6.4,5.6,33.3,38.4,32.9,28.7,18.4,51.9,29.8,30.9,70.4,48.0,77.0,90.9,85.8,43.2
2015.0,Austin Hedges,Padres,56.0,152.0,0.0,0.08,0.202,0.0,1.8,1.24,18.6,45.1,36.3,10.8,8.1,2.2,33.3,44.8,33.3,21.9,10.5,69.5,20.0,37.7,66.5,52.2,56.0,83.1,73.3,50.1
2016.0,Austin Hedges,Padres,8.0,26.0,0.0,0.042,0.167,1.0,5.0,0.89,5.6,44.4,50.0,11.1,0.0,0.0,0.0,22.2,50.0,27.8,5.6,66.7,27.8,50.0,64.3,56.3,59.3,85.2,72.2,43.8
2017.0,Austin Hedges,Padres,120.0,417.0,4.0,0.183,0.26,1.0,2.7,0.8,17.7,36.6,45.7,15.7,14.9,7.2,50.0,39.0,34.9,26.0,22.3,44.6,33.1,37.7,72.1,53.1,52.8,80.6,69.7,44.7
2018.0,Austin Hedges,Padres,91.0,326.0,3.0,0.198,0.28,0.0,4.0,0.87,18.3,38.0,43.7,11.8,15.1,9.9,0.0,48.1,33.2,18.7,25.2,37.9,36.9,36.3,66.3,49.0,59.6,84.1,73.6,42.3
2019.0,Austin Hedges,Padres,102.0,347.0,1.0,0.135,0.228,0.0,2.0,0.69,22.3,31.7,46.0,16.1,11.8,3.1,25.0,50.5,31.6,18.0,23.3,45.1,31.6,37.6,69.6,50.7,52.5,80.5,68.2,40.9
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2016.0,Aledmys Díaz,Cardinals,111.0,460.0,4.0,0.21,0.312,4.0,4.3,1.17,15.6,45.5,38.9,13.3,12.6,15.8,60.0,46.3,30.7,23.0,19.0,49.4,31.5,28.1,66.4,45.1,69.0,90.9,83.4,44.5
2017.0,Aledmys Díaz,Cardinals,79.0,301.0,4.0,0.133,0.282,1.0,3.5,1.21,16.6,45.6,37.8,13.2,7.7,10.9,60.0,49.6,33.3,17.1,23.2,53.3,23.6,38.7,68.9,52.3,65.2,89.2,79.5,45.1
2018.0,Aledmys Díaz,Blue Jays,130.0,452.0,3.0,0.19,0.269,4.0,2.5,0.99,18.1,40.7,41.2,11.3,12.0,12.2,0.0,47.0,30.8,22.3,19.2,48.9,31.9,40.1,80.0,57.6,64.6,87.8,78.7,43.7
2019.0,Aledmys Díaz,Astros,69.0,247.0,2.0,0.195,0.268,0.0,4.4,1.23,17.0,45.7,37.2,11.4,12.9,10.5,0.0,46.8,31.9,21.3,17.0,50.5,32.4,27.8,68.0,45.1,62.2,92.1,81.6,43.0
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2018.0,Gleyber Torres,Yankees,123.0,484.0,6.0,0.209,0.321,2.0,3.3,0.77,24.5,32.8,42.7,8.2,17.9,5.8,0.0,42.2,32.7,25.1,14.0,47.6,38.4,34.4,68.7,48.4,55.9,81.8,70.9,40.9
2019.0,Gleyber Torres,Yankees,144.0,604.0,5.0,0.256,0.296,2.0,3.3,0.89,20.9,37.2,41.9,8.5,21.5,4.5,0.0,44.4,31.9,23.6,14.9,45.4,39.7,35.1,76.3,51.8,60.3,83.8,74.4,40.6
2015.0,Adeiny Hechavarría,Marlins,130.0,499.0,7.0,0.094,0.325,2.0,5.3,1.78,20.3,51.0,28.6,8.2,4.5,6.6,75.0,30.3,38.6,31.1,19.9,55.3,24.7,34.6,70.6,51.9,74.5,87.2,82.8,48.1
2016.0,Adeiny Hechavarría,Marlins,155.0,547.0,1.0,0.075,0.269,0.0,4.0,1.59,22.2,47.8,30.0,3.1,2.3,6.8,0.0,28.9,38.9,32.3,19.1,48.6,32.3,33.9,67.8,50.2,76.0,90.9,85.6,47.9
2017.0,Adeiny Hechavarría,2 Teams,97.0,348.0,4.0,0.145,0.304,1.0,5.7,1.53,19.5,48.7,31.8,10.8,9.6,3.9,33.3,39.0,30.0,31.1,17.6,46.4,36.0,43.1,74.7,57.5,63.1,88.0,77.9,45.6
2018.0,Adeiny Hechavarría,3 Teams,94.0,321.0,2.0,0.098,0.28,0.0,3.2,1.02,24.9,38.0,37.1,5.5,6.6,5.4,0.0,34.8,34.4,30.8,16.2,48.2,35.6,41.2,74.3,55.6,71.3,87.9,80.9,43.4
2019.0,Adeiny Hechavarría,2 Teams,84.0,221.0,3.0,0.202,0.272,1.0,5.5,1.24,14.8,47.1,38.1,3.4,15.3,9.6,0.0,41.0,35.3,23.7,16.0,44.9,39.1,37.2,73.6,53.6,61.1,87.0,77.1,45.0
2015.0,Troy Tulowitzki,2 Teams,128.0,534.0,1.0,0.16,0.331,0.0,2.6,1.11,22.1,41.0,37.0,12.9,12.2,6.5,0.0,48.9,29.0,22.1,15.7,46.8,37.5,29.7,63.7,45.2,68.4,85.0,79.1,45.6
2016.0,Troy Tulowitzki,Blue Jays,131.0,544.0,1.0,0.189,0.272,0.0,1.5,1.01,19.2,40.5,40.3,11.9,15.1,4.4,0.0,45.3,32.2,22.5,15.4,50.4,34.2,28.4,63.5,44.5,72.1,85.8,81.1,45.8
2017.0,Troy Tulowitzki,Blue Jays,66.0,260.0,0.0,0.129,0.272,1.0,0.6,1.58,14.4,52.5,33.2,16.4,10.4,7.5,0.0,41.6,35.1,23.3,24.8,45.0,30.2,31.0,62.4,45.6,71.3,90.4,83.4,46.5
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2019.0,Troy Tulowitzki,Yankees,5.0,13.0,0.0,0.364,0.167,0.0,0.1,1.0,14.3,42.9,42.9,0.0,33.3,0.0,0.0,28.6,14.3,57.1,14.3,57.1,28.6,31.3,69.0,49.2,70.0,90.0,83.3,47.5
2015.0,Denard Span,Nationals,61.0,275.0,11.0,0.13,0.318,0.0,5.3,1.96,23.9,50.5,25.7,3.5,8.8,6.3,0.0,34.1,34.5,31.4,19.7,55.6,24.7,25.7,61.0,41.9,79.3,95.7,90.3,45.9
2016.0,Denard Span,Giants,143.0,637.0,12.0,0.115,0.291,7.0,4.6,2.13,22.6,52.7,24.7,8.3,9.2,4.3,46.7,37.7,38.3,24.0,23.0,52.3,24.8,26.5,64.7,44.0,73.4,94.4,87.5,46.0
2017.0,Denard Span,Giants,129.0,542.0,12.0,0.155,0.295,7.0,5.5,1.34,21.3,45.0,33.6,6.3,8.5,2.1,50.0,41.6,35.1,23.3,18.6,56.3,25.1,26.4,63.0,43.7,79.2,93.9,89.2,47.2
2018.0,Denard Span,2 Teams,137.0,501.0,9.0,0.158,0.291,4.0,5.9,1.2,26.5,40.1,33.4,10.0,9.2,2.8,50.0,38.4,30.7,31.0,19.2,49.9,31.0,23.9,65.4,42.8,74.1,92.6,87.0,45.7
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2015.0,Martín Prado,Marlins,129.0,551.0,1.0,0.106,0.313,0.0,2.5,1.56,23.2,46.8,30.0,13.6,6.8,4.4,0.0,31.1,39.7,29.3,16.8,55.6,27.7,26.4,53.2,39.7,76.7,95.4,89.2,49.8
2016.0,Martín Prado,Marlins,153.0,658.0,2.0,0.112,0.331,2.0,2.6,1.72,24.9,47.5,27.7,4.1,5.4,5.1,0.0,34.5,38.8,26.7,16.4,55.2,28.4,27.3,53.5,39.8,81.5,96.0,90.8,47.8
2017.0,Martín Prado,Marlins,37.0,147.0,0.0,0.107,0.282,0.0,1.3,1.57,20.2,48.7,31.1,5.4,5.4,1.7,0.0,37.0,34.5,28.6,19.3,61.3,19.3,26.3,49.8,37.3,72.4,93.8,85.8,47.0
2018.0,Martín Prado,Marlins,54.0,209.0,1.0,0.061,0.292,1.0,2.0,1.65,24.7,46.9,28.4,0.0,2.2,7.9,0.0,33.3,35.8,30.9,13.0,56.8,30.2,27.5,52.8,38.7,70.4,93.2,84.2,44.4
2019.0,Martín Prado,Marlins,104.0,260.0,0.0,0.061,0.268,0.0,1.8,1.75,21.7,49.8,28.5,10.2,3.4,6.8,0.0,35.3,35.3,29.5,16.9,47.3,35.7,30.6,59.7,43.6,73.7,96.3,87.5,44.7
2015.0,Adam Duvall,Reds,27.0,72.0,0.0,0.266,0.273,0.0,0.1,0.61,23.7,28.9,47.4,0.0,27.8,9.1,0.0,60.5,10.5,28.9,5.3,60.5,34.2,34.4,68.1,48.2,46.4,83.1,67.7,40.9
2016.0,Adam Duvall,Reds,150.0,608.0,6.0,0.257,0.275,5.0,5.3,0.72,19.4,33.8,46.7,8.1,17.8,7.5,0.0,49.5,31.1,19.4,16.4,44.7,38.9,34.1,69.7,49.8,57.1,85.9,74.8,44.0
2017.0,Adam Duvall,Reds,157.0,647.0,5.0,0.232,0.29,3.0,3.9,0.68,18.2,33.2,48.6,12.0,14.9,9.2,0.0,43.7,30.6,25.7,17.5,50.7,31.8,33.8,66.9,48.2,63.5,84.0,75.8,43.4
2018.0,Adam Duvall,2 Teams,138.0,427.0,2.0,0.169,0.237,2.0,2.6,0.63,22.0,30.2,47.8,16.4,11.7,9.9,0.0,47.0,33.2,19.8,18.3,45.1,36.6,34.2,71.3,49.8,59.5,82.6,73.5,42.1
2019.0,Adam Duvall,Braves,41.0,130.0,0.0,0.3,0.306,0.0,2.8,0.45,12.3,27.2,60.5,18.4,20.4,22.7,0.0,50.0,28.0,22.0,15.9,39.0,45.1,34.9,68.4,48.7,60.6,82.6,73.3,41.1
2015.0,Robinson Chirinos,Rangers,78.0,273.0,0.0,0.206,0.27,0.0,2.5,0.78,19.2,35.5,45.3,11.5,12.8,4.9,0.0,47.8,33.7,18.5,20.8,51.1,28.1,28.3,61.2,42.6,66.7,87.7,79.8,43.4
2016.0,Robinson Chirinos,Rangers,57.0,170.0,0.0,0.259,0.25,1.0,2.0,0.89,14.4,40.4,45.2,10.6,19.1,7.1,0.0,57.5,26.4,16.0,19.8,40.6,39.6,30.9,62.1,44.4,59.5,81.3,72.7,43.4
2017.0,Robinson Chirinos,Rangers,88.0,309.0,1.0,0.251,0.298,0.0,3.7,0.87,13.6,40.2,46.2,15.3,20.0,4.1,0.0,52.7,25.3,22.0,16.7,47.8,35.5,27.2,67.0,43.6,53.9,79.8,70.3,41.1
2018.0,Robinson Chirinos,Rangers,113.0,426.0,2.0,0.197,0.304,0.0,3.4,0.61,21.3,29.9,48.9,12.0,16.7,10.6,100.0,49.5,31.5,18.9,14.9,41.0,44.1,29.4,65.4,44.1,54.3,77.9,68.6,40.8
2019.0,Robinson Chirinos,Astros,114.0,437.0,1.0,0.205,0.306,2.0,2.8,0.89,25.5,35.0,39.5,11.5,17.7,14.1,0.0,47.6,31.5,21.0,17.7,42.7,39.5,33.5,68.9,47.1,50.8,81.8,68.3,38.4
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2016.0,Trey Mancini,Orioles,5.0,15.0,0.0,0.714,0.286,0.0,0.1,1.0,20.0,40.0,40.0,0.0,75.0,0.0,0.0,10.0,40.0,50.0,0.0,40.0,60.0,48.6,65.0,54.6,52.9,69.2,60.0,36.4
2017.0,Trey Mancini,Orioles,147.0,586.0,1.0,0.195,0.352,0.0,3.2,1.72,19.4,51.0,29.7,7.4,19.8,10.1,0.0,37.5,35.3,27.2,19.6,46.3,34.1,34.9,72.1,50.9,60.0,81.2,72.9,43.0
2018.0,Trey Mancini,Orioles,156.0,636.0,0.0,0.174,0.285,1.0,2.4,2.06,18.9,54.6,26.5,7.0,20.9,4.6,0.0,38.0,35.7,26.3,20.3,46.1,33.6,34.4,70.4,49.6,63.5,81.8,74.4,42.1
2019.0,Trey Mancini,Orioles,154.0,679.0,1.0,0.244,0.326,0.0,3.1,1.44,22.2,45.9,31.9,5.4,23.6,8.0,0.0,35.8,37.5,26.7,15.7,47.2,37.1,33.4,69.8,48.1,64.1,83.4,75.4,40.6
2015.0,Miguel Rojas,Marlins,60.0,157.0,0.0,0.085,0.307,1.0,2.7,2.65,24.0,55.2,20.8,19.2,3.8,1.4,40.0,26.9,40.8,32.3,20.8,56.2,23.1,33.3,67.9,50.0,72.9,90.1,84.2,48.2
2016.0,Miguel Rojas,Marlins,123.0,214.0,2.0,0.077,0.28,1.0,3.9,2.1,20.2,54.0,25.8,7.1,2.4,6.8,16.7,33.7,34.3,32.0,22.9,57.1,20.0,37.0,64.3,49.6,77.0,89.9,84.7,46.0
2017.0,Miguel Rojas,Marlins,90.0,306.0,2.0,0.085,0.324,1.0,4.1,1.81,25.3,48.1,26.6,15.9,1.6,5.3,0.0,28.4,38.7,32.9,27.6,52.3,20.2,34.1,65.8,48.4,73.7,95.2,86.9,45.3
2018.0,Miguel Rojas,Marlins,153.0,528.0,6.0,0.094,0.272,3.0,2.7,1.61,23.8,47.0,29.2,14.6,8.9,5.1,25.0,32.7,37.6,29.6,20.0,53.2,26.8,35.2,65.1,48.6,72.3,94.0,85.3,44.6
2019.0,Miguel Rojas,Marlins,132.0,526.0,9.0,0.095,0.314,5.0,3.7,1.58,23.6,46.8,29.6,5.6,4.0,6.1,0.0,31.4,39.3,29.3,14.3,50.1,35.6,32.2,65.9,47.0,74.4,91.1,84.7,44.0
2015.0,Wilmer Flores,Mets,137.0,510.0,0.0,0.145,0.273,1.0,1.6,1.13,21.1,41.8,37.1,16.0,10.3,6.8,0.0,38.9,33.5,27.6,21.7,49.5,28.8,31.4,68.0,48.8,82.0,89.8,87.2,47.6
2016.0,Wilmer Flores,Mets,103.0,335.0,1.0,0.202,0.268,1.0,1.8,0.74,21.8,33.2,45.0,11.9,13.6,10.3,0.0,40.1,36.6,23.3,20.2,52.7,27.1,29.7,72.3,48.7,77.7,87.8,84.4,44.7
2017.0,Wilmer Flores,Mets,110.0,362.0,1.0,0.217,0.27,1.0,2.4,0.78,18.4,35.8,45.8,10.6,13.6,3.9,0.0,40.3,33.0,26.7,16.3,48.3,35.4,34.2,71.8,51.7,76.9,89.8,85.3,46.6
2018.0,Wilmer Flores,Mets,126.0,429.0,0.0,0.15,0.269,0.0,1.2,0.8,19.3,36.0,44.8,16.5,7.0,5.5,0.0,39.6,32.8,27.6,24.1,43.1,32.9,31.8,68.2,47.6,83.4,90.7,87.9,43.3
2019.0,Wilmer Flores,Diamondbacks,89.0,285.0,0.0,0.17,0.332,0.0,1.0,0.97,24.7,37.0,38.3,15.6,10.0,3.4,0.0,43.8,34.5,21.7,16.2,46.4,37.4,31.3,64.4,45.9,85.1,92.7,89.7,44.0
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2017.0,Eric Thames,Brewers,138.0,551.0,4.0,0.271,0.309,2.0,4.6,0.93,20.3,38.4,41.3,4.0,24.6,5.1,0.0,45.4,28.1,26.5,16.0,42.5,41.5,27.6,66.8,43.2,54.2,80.9,70.7,39.8
2018.0,Eric Thames,Brewers,96.0,278.0,7.0,0.259,0.284,0.0,7.6,0.71,20.0,33.3,46.7,7.1,22.9,10.0,0.0,44.0,34.0,22.0,12.0,42.0,46.0,32.1,69.1,47.7,44.9,81.3,67.2,42.3
2019.0,Eric Thames,Brewers,149.0,459.0,3.0,0.258,0.313,2.0,4.1,0.72,20.5,33.3,46.1,8.4,21.0,2.3,0.0,43.0,35.7,21.3,13.2,38.0,48.8,30.9,72.9,47.2,51.7,80.8,69.1,38.8
2015.0,Jordy Mercer,Pirates,116.0,430.0,3.0,0.076,0.29,2.0,2.4,1.6,20.7,48.8,30.6,6.1,3.0,6.3,0.0,38.7,36.9,24.4,16.2,58.5,25.3,30.7,59.3,44.4,70.0,91.0,83.4,47.7
2016.0,Jordy Mercer,Pirates,149.0,584.0,1.0,0.118,0.286,1.0,3.0,1.53,19.7,48.5,31.8,12.2,7.9,5.7,12.5,33.9,36.6,29.4,18.0,56.9,25.2,27.8,61.8,43.8,73.0,92.5,86.0,47.0
2017.0,Jordy Mercer,Pirates,145.0,558.0,0.0,0.151,0.284,4.0,2.9,1.56,20.8,48.3,30.9,10.2,10.9,6.0,0.0,39.9,39.2,20.9,19.0,50.0,31.0,26.2,59.8,41.8,72.2,91.8,85.3,46.6
2018.0,Jordy Mercer,Pirates,117.0,436.0,2.0,0.129,0.306,0.0,3.7,1.12,27.4,38.4,34.2,10.4,5.7,5.9,0.0,45.3,35.0,19.6,17.0,53.1,29.9,29.8,61.1,44.2,61.5,88.9,78.9,45.9
2019.0,Jordy Mercer,Tigers,74.0,271.0,0.0,0.168,0.316,0.0,0.8,1.22,23.1,42.2,34.7,14.5,13.0,7.1,0.0,37.7,42.2,20.1,23.1,39.7,37.2,28.9,58.0,41.5,65.0,89.3,79.7,43.4
2015.0,Yan Gomes,Indians,95.0,389.0,0.0,0.16,0.285,0.0,1.4,0.84,26.4,33.6,40.0,11.3,11.3,5.6,0.0,37.4,37.0,25.7,16.6,55.5,27.9,37.4,70.0,52.2,65.7,88.4,79.5,45.3
2016.0,Yan Gomes,Indians,74.0,264.0,0.0,0.159,0.189,0.0,2.2,0.86,16.3,38.6,45.1,14.5,10.8,5.6,0.0,42.4,34.2,23.4,17.4,55.4,27.2,38.0,75.8,57.0,61.3,85.6,77.5,50.2
2017.0,Yan Gomes,Indians,105.0,383.0,0.0,0.167,0.283,0.0,1.4,0.97,17.4,40.7,41.9,11.9,13.9,6.1,33.3,43.9,32.4,23.8,21.7,49.2,29.1,34.8,71.6,52.3,59.4,80.7,73.3,47.7
2018.0,Yan Gomes,Indians,112.0,435.0,0.0,0.184,0.336,0.0,1.5,0.77,27.2,31.7,41.1,12.7,13.6,8.8,0.0,42.9,32.4,24.7,13.9,42.9,43.2,38.6,74.3,53.6,59.5,83.6,73.5,42.0
2019.0,Yan Gomes,Nationals,97.0,358.0,2.0,0.166,0.265,0.0,2.6,0.94,18.6,39.4,42.0,9.3,12.4,7.7,0.0,42.0,32.9,25.1,17.3,49.8,32.9,36.6,68.6,49.7,68.1,83.1,76.6,40.8
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2016.0,Mallex Smith,Braves,72.0,215.0,16.0,0.127,0.302,8.0,8.1,2.68,16.3,61.0,22.8,3.6,10.7,9.3,22.7,33.8,33.1,33.1,29.0,51.0,20.0,27.5,65.2,44.4,51.7,84.3,73.1,44.6
2017.0,Mallex Smith,Rays,81.0,282.0,16.0,0.086,0.347,5.0,7.2,1.82,22.0,50.3,27.7,6.1,4.1,13.5,25.0,37.1,24.4,38.6,25.9,52.8,21.3,29.0,66.6,46.3,50.9,82.2,71.6,46.0
2018.0,Mallex Smith,Rays,141.0,544.0,40.0,0.11,0.366,12.0,7.7,1.96,24.9,49.7,25.4,5.3,2.1,14.0,23.5,28.9,37.9,33.2,19.2,53.7,27.1,29.6,72.6,48.9,64.0,82.9,76.6,44.9
2019.0,Mallex Smith,Mariners,134.0,566.0,46.0,0.108,0.302,9.0,8.8,1.7,19.0,51.0,30.0,8.3,5.5,10.3,22.2,31.7,36.8,31.5,25.0,48.7,26.3,29.3,68.9,47.3,60.8,80.3,73.7,45.6
2015.0,Brad Miller,Mariners,144.0,497.0,13.0,0.144,0.307,4.0,5.0,1.54,20.2,48.4,31.4,8.4,10.3,6.1,16.7,32.9,35.4,31.7,17.9,51.9,30.3,29.8,71.1,48.2,63.4,83.6,76.7,44.5
2016.0,Brad Miller,Rays,152.0,601.0,6.0,0.239,0.277,4.0,4.9,1.22,18.5,44.8,36.8,9.5,20.4,6.7,50.0,42.5,32.8,24.6,22.6,42.3,35.1,32.4,71.6,49.1,65.2,81.8,75.6,42.7
2017.0,Brad Miller,Rays,110.0,407.0,5.0,0.136,0.265,3.0,4.6,1.31,16.5,47.4,36.1,6.0,10.8,7.3,50.0,34.5,35.8,29.7,18.1,43.5,38.4,27.4,71.4,45.6,64.4,75.7,71.7,41.5
2018.0,Brad Miller,2 Teams,75.0,254.0,0.0,0.165,0.35,0.0,2.5,0.98,20.1,39.6,40.3,6.7,11.7,5.1,100.0,34.0,42.0,24.0,18.7,39.3,42.0,32.6,71.8,48.8,53.8,77.9,68.5,41.4
2019.0,Brad Miller,2 Teams,79.0,170.0,2.0,0.305,0.281,0.0,5.0,0.84,13.2,39.6,47.2,16.0,26.0,4.8,0.0,29.4,36.7,33.9,14.7,43.1,42.2,27.8,71.5,45.5,58.7,79.6,72.0,40.5
2015.0,Jung Ho Kang,Pirates,126.0,467.0,5.0,0.173,0.344,4.0,4.0,1.81,22.6,49.8,27.6,6.7,16.9,7.5,0.0,46.1,33.1,20.7,18.0,47.7,34.4,25.4,60.6,42.2,57.8,85.2,76.5,47.5
2016.0,Jung Ho Kang,Pirates,103.0,370.0,3.0,0.258,0.273,1.0,2.7,1.13,20.3,42.3,37.3,6.7,23.3,7.8,0.0,43.6,35.3,21.2,17.4,43.2,39.4,25.0,59.1,40.7,59.2,86.9,77.7,45.9
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2018.0,Jung Ho Kang,Pirates,3.0,6.0,0.0,0.0,0.4,0.0,0.1,2.0,40.0,40.0,20.0,0.0,0.0,0.0,0.0,60.0,0.0,40.0,0.0,60.0,40.0,16.7,54.6,34.8,50.0,83.3,75.0,47.8
2019.0,Jung Ho Kang,Pirates,65.0,185.0,0.0,0.227,0.184,0.0,1.8,1.07,21.2,40.7,38.1,16.3,23.3,6.5,0.0,59.3,27.4,13.3,13.3,46.0,40.7,34.8,67.2,48.4,51.7,77.8,67.0,42.0
2015.0,Eduardo Núñez,Twins,72.0,204.0,8.0,0.149,0.314,4.0,5.3,2.1,16.1,56.8,27.1,14.3,9.5,9.1,50.0,41.6,30.4,28.0,22.4,52.8,24.8,34.0,64.8,48.8,78.1,88.4,84.7,48.0
2016.0,Eduardo Núñez,2 Teams,141.0,595.0,40.0,0.145,0.314,10.0,6.6,1.46,16.6,49.6,33.8,12.7,10.2,9.6,33.3,35.0,35.4,29.7,20.6,51.7,27.8,38.6,70.4,53.0,76.5,91.1,85.2,45.2
2017.0,Eduardo Núñez,2 Teams,114.0,491.0,24.0,0.148,0.333,7.0,4.8,1.83,17.5,53.4,29.1,11.7,10.0,10.5,75.0,41.1,36.8,22.1,24.5,48.8,26.7,39.6,70.0,53.0,75.9,90.9,84.6,44.0
2018.0,Eduardo Núñez,Red Sox,127.0,502.0,7.0,0.123,0.29,2.0,4.8,1.51,18.6,49.0,32.4,18.7,7.5,10.3,0.0,32.8,37.6,29.6,25.5,47.2,27.2,39.9,73.0,53.6,75.9,93.0,85.5,41.4
